QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
KKOIIGHA_00212	COG0365	440134	0.0	55.035	Acs	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	I	Lipid transport and metabolism
KKOIIGHA_00213	COG3091	442325	1.13e-58	40.625	SprT	Predicted Zn-dependent metalloprotease, SprT family	R	General function prediction only
KKOIIGHA_00215	COG1502	441111	1.95e-92	42.614	Cls	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase	I	Lipid transport and metabolism
KKOIIGHA_00216	COG2937	442180	0.0	43.837	PlsB	Glycerol-3-phosphate O-acyltransferase	I	Lipid transport and metabolism
KKOIIGHA_00218	COG1968	441571	8.72e-102	50.579	UppP	Undecaprenyl pyrophosphate phosphatase	I	Lipid transport and metabolism
KKOIIGHA_00219	COG1214	440827	1e-84	44.934	TsaB	tRNA A37 threonylcarbamoyladenosine modification protein TsaB	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00220	COG0563	440329	7.44e-130	53.636	Adk	Adenylate kinase or related kinase	F	Nucleotide transport and metabolism
KKOIIGHA_00221	COG0818	440580	4.31e-35	47.368	DgkA	Diacylglycerol kinase	I	Lipid transport and metabolism
KKOIIGHA_00222	COG0604	440369	4.26e-80	32.063	Qor	NADPH:quinone reductase or related Zn-dependent oxidoreductase	C	Energy production and conversion
KKOIIGHA_00223	COG0057	439827	0.0	54.006	GapA	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	G	Carbohydrate transport and metabolism
KKOIIGHA_00224	COG0126	439896	0.0	53.453	Pgk	3-phosphoglycerate kinase	G	Carbohydrate transport and metabolism
KKOIIGHA_00225	COG0191	439961	6.42e-147	48.78	Fba	Fructose/tagatose bisphosphate aldolase	G	Carbohydrate transport and metabolism
KKOIIGHA_00227	COG0697	440461	2.82e-20	27.206	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	E	Amino acid transport and metabolism
KKOIIGHA_00228	COG0471	440239	1.61e-39	26.203	CitT	Di- and tricarboxylate antiporter	G	Carbohydrate transport and metabolism
KKOIIGHA_00230	COG4221	443365	1.24e-96	44.167	YdfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	C	Energy production and conversion
KKOIIGHA_00231	COG3135	442369	6.68e-155	52.577	BenE	Predicted benzoate:H+ symporter BenE	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_00233	COG0583	440348	2.27e-66	36.242	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_00236	COG3420	442646	1.92e-25	21.562	NosD	Nitrous oxide reductase accessory protein NosD, contains tandem CASH domains	P	Inorganic ion transport and metabolism
KKOIIGHA_00237	COG1012	440636	9.57e-164	38.661	AdhE	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	I	Lipid transport and metabolism
KKOIIGHA_00238	COG0003	439774	1.11e-92	38.621	ArsA	Anion-transporting ATPase, ArsA/GET3 family	P	Inorganic ion transport and metabolism
KKOIIGHA_00240	COG1966	441569	0.0	43.082	CstA	Carbon starvation protein CstA (peptide/pyruvate transporter)	C	Energy production and conversion
KKOIIGHA_00241	COG0524	440290	2.7e-84	37.662	RbsK	Sugar or nucleoside kinase, ribokinase family	G	Carbohydrate transport and metabolism
KKOIIGHA_00243	COG1052	440672	3.97e-135	48.742	LdhA	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	C	Energy production and conversion
KKOIIGHA_00244	COG2199	441801	2.42e-62	38.078	GGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	T	Signal transduction mechanisms
KKOIIGHA_00245	COG0637	440402	3.74e-52	29.665	YcjU	Beta-phosphoglucomutase, HAD superfamily	G	Carbohydrate transport and metabolism
KKOIIGHA_00246	COG0023	439794	1.05e-50	57.258	SUI1	Translation initiation factor 1 (eIF-1/SUI1)	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00247	COG3126	442360	1.21e-24	38.406	SctG	Type III secretion system pilotin YscW/InvH/MxiM, SctG/YbaY family	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_00248	COG0667	440431	1.02e-119	40.938	PdxI	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	H	Coenzyme transport and metabolism
KKOIIGHA_00249	COG0846	440607	6.09e-65	35.606	SIR2	NAD-dependent protein deacetylase, SIR2 family	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_00250	COG2199	441801	6.74e-44	34.182	GGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	T	Signal transduction mechanisms
KKOIIGHA_00252	COG3719	442933	8.8e-42	32.636	RnaI	Ribonuclease I	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00253	COG0701	440465	7.04e-38	27.077	YraQ	Arsenite and antimonite resistance protein ArsP/YraQ, UPF0718 family	P	Inorganic ion transport and metabolism
KKOIIGHA_00254	COG0232	440002	7.41e-130	32.203	Dgt	dGTP triphosphohydrolase	F	Nucleotide transport and metabolism
KKOIIGHA_00255	COG2027	441630	3.86e-94	37.029	DacB	D-alanyl-D-alanine carboxypeptidase	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_00256	COG2076	441679	2.07e-34	57.692	EmrE	Multidrug transporter EmrE and related cation transporters	V	Defense mechanisms
KKOIIGHA_00257	COG4125	443301	1.23e-47	46.721	BTP	Putative drug efflux pump, chlorhexidine efflux protein family	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_00258	COG0583	440348	1.09e-49	29.412	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_00259	COG0220	439990	1.59e-41	26.168	TrmB	tRNA G46 N7-methylase TrmB	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00260	COG0304	440073	1.57e-23	27.273	FabB	3-oxoacyl-(acyl-carrier-protein) synthase	I	Lipid transport and metabolism
KKOIIGHA_00261	COG0669	440433	9.43e-94	57.325	CoaD	Phosphopantetheine adenylyltransferase	H	Coenzyme transport and metabolism
KKOIIGHA_00262	COG2768	442050	2.64e-14	30.38		Uncharacterized Fe-S cluster protein	S	Function unknown
KKOIIGHA_00263	COG0534	440300	1.75e-81	30.26	NorM	Na+-driven multidrug efflux pump, DinF/NorM/MATE family	V	Defense mechanisms
KKOIIGHA_00264	COG2031	441634	0.0	60.771	AtoE	Short chain fatty acids transporter	I	Lipid transport and metabolism
KKOIIGHA_00265	COG1607	441215	4.29e-70	43.448	YciA	Acyl-CoA hydrolase	I	Lipid transport and metabolism
KKOIIGHA_00269	COG1732	441338	1.16e-103	33.333	OsmF	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_00270	COG1174	440787	5.28e-76	48.673	OpuBB	ABC-type proline/glycine betaine transport system, permease component	E	Amino acid transport and metabolism
KKOIIGHA_00271	COG1125	440742	0.0	52.187	OpuBA	ABC-type proline/glycine betaine transport system, ATPase component	E	Amino acid transport and metabolism
KKOIIGHA_00272	COG1174	440787	3.56e-73	48.718	OpuBB	ABC-type proline/glycine betaine transport system, permease component	E	Amino acid transport and metabolism
KKOIIGHA_00273	COG5510	444261	1.83e-14	58.14	EcnA	Entericidin EcnA/EcnB	V	Defense mechanisms
KKOIIGHA_00274	COG5510	444261	8.79e-09	50.0	EcnA	Entericidin EcnA/EcnB	V	Defense mechanisms
KKOIIGHA_00275	COG0730	440494	5.84e-35	34.156	TauE	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	P	Inorganic ion transport and metabolism
KKOIIGHA_00276	COG4666	443703	0.0	40.621		TRAP-type uncharacterized transport system, fused permease components	R	General function prediction only
KKOIIGHA_00277	COG2358	441925	1.03e-108	40.705	Imp	TRAP-type uncharacterized transport system, periplasmic component	R	General function prediction only
KKOIIGHA_00278	COG0537	440303	6.96e-13	31.034	HinT	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	F	Nucleotide transport and metabolism
KKOIIGHA_00279	COG0160	439930	0.0	40.416	ArgD	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase/amino acid racemase	E	Amino acid transport and metabolism
KKOIIGHA_00280	COG1012	440636	0.0	49.469	AdhE	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	I	Lipid transport and metabolism
KKOIIGHA_00281	COG2204	441806	1.86e-167	46.667	AtoC	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	T	Signal transduction mechanisms
KKOIIGHA_00282	COG4191	443345	7.44e-89	33.423		Signal transduction histidine kinase regulating C4-dicarboxylate transport system	T	Signal transduction mechanisms
KKOIIGHA_00283	COG3017	442254	0.003	41.935	LolB	Outer membrane lipoprotein LolB, involved in outer membrane biogenesis	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_00285	COG1929	441532	7.3e-172	60.753	GlxK	Glycerate kinase	G	Carbohydrate transport and metabolism
KKOIIGHA_00286	COG3128	442362	1.19e-127	51.327	PiuC	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX	R	General function prediction only
KKOIIGHA_00288	COG0783	440546	2.33e-62	40.0	Dps	DNA-binding ferritin-like chromatin protein Dps	B	Chromatin structure and dynamics
KKOIIGHA_00289	COG0693	440457	1.39e-83	50.581	YajL	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)	V	Defense mechanisms
KKOIIGHA_00290	COG4850	443878	2.56e-130	38.655	App1	Phosphatidate phosphatase APP1	I	Lipid transport and metabolism
KKOIIGHA_00291	COG2195	441798	1.75e-119	28.926	PepD2	Di- or tripeptidase	E	Amino acid transport and metabolism
KKOIIGHA_00293	COG1294	440905	2.62e-112	42.7	AppB	Cytochrome bd-type quinol oxidase, subunit 2	C	Energy production and conversion
KKOIIGHA_00294	COG1271	440882	0.0	45.383	AppC	Cytochrome bd-type quinol oxidase, subunit 1	C	Energy production and conversion
KKOIIGHA_00295	COG4987	444011	0.0	46.235	CydC	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components	C	Energy production and conversion
KKOIIGHA_00296	COG4988	444012	0.0	54.909	CydD	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components	C	Energy production and conversion
KKOIIGHA_00297	COG1444	441053	0.0	43.604	TmcA	tRNA(Met) C34 N-acetyltransferase TmcA	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00298	COG3211	442444	1.49e-75	22.783	PhoX	Secreted phosphatase, PhoX family	R	General function prediction only
KKOIIGHA_00299	COG2814	442063	2.96e-39	25.185	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
KKOIIGHA_00300	COG1566	441174	1.8e-74	38.006	EmrA	Multidrug resistance efflux pump EmrA	V	Defense mechanisms
KKOIIGHA_00301	COG1309	440920	2.44e-20	39.877	AcrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	K	Transcription
KKOIIGHA_00302	COG1028	440651	5.35e-06	24.255	FabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	I	Lipid transport and metabolism
KKOIIGHA_00303	COG4664	443701	6.63e-162	54.751	FcbT3	TRAP-type mannitol/chloroaromatic compound transport system, large permease component	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_00304	COG4665	443702	2.63e-38	39.37	FcbT2	TRAP-type mannitol/chloroaromatic compound transport system, small permease component	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_00305	COG4663	443700	5.16e-147	37.805	FcbT1	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_00306	COG3829	443041	0.0	46.606	RocR	RocR-type transcriptional regulator, contains PAS, AAA-type ATPase, and DNA-binding Fis domains	K	Transcription
KKOIIGHA_00307	COG0666	440430	1.56e-37	39.568	ANKYR	Ankyrin repeat	T	Signal transduction mechanisms
KKOIIGHA_00308	COG1178	440791	2.7e-152	43.05	FbpB	ABC-type Fe3+ transport system, permease component	P	Inorganic ion transport and metabolism
KKOIIGHA_00309	COG3842	443052	1.36e-131	42.063	PotA	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component	E	Amino acid transport and metabolism
KKOIIGHA_00310	COG1840	441445	3.41e-103	36.577	AfuA	ABC-type transport systems for B6 and hexose phosphate, periplasmic component	G	Carbohydrate transport and metabolism
KKOIIGHA_00311	COG1432	441041	4.54e-12	28.333	LabA	NYN domain, predicted PIN-related RNAse, tRNA/rRNA maturation	R	General function prediction only
KKOIIGHA_00312	COG0749	440512	0.0	61.815	PolA	DNA polymerase I, 3'-5' exonuclease and polymerase domains	L	Replication, recombination and repair
KKOIIGHA_00314	COG2334	441905	1.4e-90	41.748	SrkA	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	T	Signal transduction mechanisms
KKOIIGHA_00315	COG1166	440780	0.0	56.025	SpeA	Arginine decarboxylase (spermidine biosynthesis)	E	Amino acid transport and metabolism
KKOIIGHA_00316	COG0179	439949	2.38e-84	43.842	FAHD1	Oxaloacetate decarboxylase and tautomerase, fumarylacetoacetate (FAA) hydrolase family	C	Energy production and conversion
KKOIIGHA_00317	COG5285	444095	4.66e-68	32.53	PhyH	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_00318	COG0664	440428	2.18e-46	35.681	Crp	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	T	Signal transduction mechanisms
KKOIIGHA_00319	COG0561	440327	5.24e-08	18.095	Cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	H	Coenzyme transport and metabolism
KKOIIGHA_00322	COG1917	441521	3.49e-06	24.444	QdoI	Cupin domain protein related to quercetin dioxygenase	R	General function prediction only
KKOIIGHA_00323	COG0154	439924	9.14e-173	39.44	GatA	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00324	COG0664	440428	2.5e-41	30.047	Crp	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	T	Signal transduction mechanisms
KKOIIGHA_00325	COG0664	440428	2.19e-36	33.645	Crp	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	T	Signal transduction mechanisms
KKOIIGHA_00329	COG2924	442168	7.16e-53	54.444	YggX	Fe-S cluster biosynthesis and repair protein YggX	P	Inorganic ion transport and metabolism
KKOIIGHA_00330	COG1194	440807	0.0	54.108	MutY	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	L	Replication, recombination and repair
KKOIIGHA_00331	COG2982	442221	2.92e-81	28.235	AsmA	Outer membrane assembly factor AsmA	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_00332	COG2153	441756	5.67e-05	16.418	ElaA	Predicted N-acyltransferase, GNAT family	R	General function prediction only
KKOIIGHA_00333	COG0131	439901	2.86e-127	65.217	HisB2	Imidazoleglycerol phosphate dehydratase HisB	E	Amino acid transport and metabolism
KKOIIGHA_00334	COG0118	439888	3.31e-111	52.657	HisH	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	E	Amino acid transport and metabolism
KKOIIGHA_00335	COG0106	439876	2.7e-133	57.5	HisA	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	E	Amino acid transport and metabolism
KKOIIGHA_00336	COG0107	439877	0.0	71.765	HisF	Imidazole glycerol phosphate synthase subunit HisF	E	Amino acid transport and metabolism
KKOIIGHA_00337	COG5607	444338	1.14e-14	25.769	CHAD	CHAD domain, binds inorganic polyphosphates	S	Function unknown
KKOIIGHA_00338	COG3068	442302	3.05e-80	45.178	YjaG	Uncharacterized conserved protein YjaG, DUF416 family	S	Function unknown
KKOIIGHA_00339	COG3695	442910	3.58e-40	46.535	Atl1	Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain	K	Transcription
KKOIIGHA_00340	COG0518	440284	9.6e-45	32.035	GuaA1	GMP synthase, glutamine amidotransferase domain/subunit	F	Nucleotide transport and metabolism
KKOIIGHA_00341	COG2603	442015	7.25e-149	44.142	SelU	tRNA U34 2-selenouridine synthase SelU, contains rhodanese domain	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00342	COG0709	440473	0.0	53.314	SelD	Selenophosphate synthase	E	Amino acid transport and metabolism
KKOIIGHA_00343	COG1066	440685	0.0	57.484	Sms	DNA repair protein RadA/Sms, contains AAA+ ATPase domain	L	Replication, recombination and repair
KKOIIGHA_00344	COG3015	442252	3.34e-17	25.874	CutF	Uncharacterized lipoprotein NlpE involved in copper resistance	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_00345	COG1902	441506	2.28e-136	43.411	FadH	NADH:flavin reductase, Old Yellow Enzyme (OYE) family	C	Energy production and conversion
KKOIIGHA_00346	COG1018	440641	4.97e-77	40.0	Fpr	Flavodoxin/ferredoxin--NADP reductase	C	Energy production and conversion
KKOIIGHA_00347	COG3829	443041	2.28e-131	43.75	RocR	RocR-type transcriptional regulator, contains PAS, AAA-type ATPase, and DNA-binding Fis domains	K	Transcription
KKOIIGHA_00348	COG2199	441801	3.54e-62	35.165	GGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	T	Signal transduction mechanisms
KKOIIGHA_00349	COG0629	440394	5.5e-62	56.25	Ssb	Single-stranded DNA-binding protein	L	Replication, recombination and repair
KKOIIGHA_00350	COG2814	442063	1.14e-38	34.111	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
KKOIIGHA_00351	COG0178	439948	0.0	67.156	UvrA	Excinuclease UvrABC ATPase subunit	L	Replication, recombination and repair
KKOIIGHA_00352	COG0203	439973	1.58e-80	63.636	RplQ	Ribosomal protein L17	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00353	COG0202	439972	0.0	57.5	RpoA	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	K	Transcription
KKOIIGHA_00354	COG0522	440288	4.48e-127	65.072	RpsD	Ribosomal protein S4 or related protein	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00355	COG0100	439870	3.16e-80	65.385	RpsK	Ribosomal protein S11	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00356	COG0099	439869	8.84e-67	58.974	RpsM	Ribosomal protein S13	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00357	COG0201	439971	0.0	60.766	SecY	Preprotein translocase subunit SecY	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_00358	COG0200	439970	8.06e-80	56.552	RplO	Ribosomal protein L15	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00359	COG1841	441446	5.17e-29	63.158	RpmD	Ribosomal protein L30/L7E	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00360	COG0098	439868	2.91e-101	60.736	RpsE	Ribosomal protein S5	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00361	COG0256	440026	1.4e-54	60.784	RplR	Ribosomal protein L18	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00362	COG0097	439867	1.16e-115	61.932	RplF	Ribosomal protein L6P/L9E	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00363	COG0096	439866	5.3e-78	61.364	RpsH	Ribosomal protein S8	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00364	COG0199	439969	6.9e-31	39.604	RpsN	Ribosomal protein S14	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00365	COG0094	439864	1.25e-137	65.922	RplE	Ribosomal protein L5	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_00366	COG0198	439968	1.11e-51	55.769	RplX	Ribosomal protein L24	J	Translation, ribosomal structure and biogenesis
